"Path","Name","Type","Mode","Optionality","Label","Default Value","Async Input","Async Output"
"cds/layers/coverages/strike/currency","currency","str","output","n/a","Currency","n/a","['rarc_task']","n/a"
"cds/layers/coverages/strike/section_reference","section_reference","str","output","n/a","Section Reference","n/a","['task_sql_bi_data']","n/a"
"cds/layers/coverages/strike/brokerage","brokerage","float","output","n/a","Brokerage","n/a","n/a","n/a"
"cds/layers/coverages/strike/written_line","written_line","float","output","n/a","Written Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/premium","premium","float","output","n/a","Gross Bound Premium","n/a","n/a","n/a"
"cds/layers/coverages/strike/status","status","str","output","n/a","Status","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium","benchmark_premium","float","output","n/a","Gross Benchmark Premium","n/a","n/a","n/a"
"cds/layers/coverages/strike/bpi","bpi","float","output","n/a","BPI","n/a","n/a","n/a"
"cds/layers/coverages/strike/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","n/a","BPI (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/strike/model_premium","model_premium","float","output","n/a","Gross Model Premium","n/a","n/a","n/a"
"cds/layers/coverages/strike/unity_premium","unity_premium","float","output","n/a","Gross Unity Premium","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_premium","quoted_premium","float","output","n/a","Gross Quoted Premium (AFB)","n/a","['rarc_task']","n/a"
"cds/layers/coverages/strike/technical_premium","technical_premium","float","output","n/a","Gross Technical Premium","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","n/a","Gross Technical Premium (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_net","technical_premium_net","float","output","n/a","Net Technical Premium","n/a","n/a","n/a"
"cds/layers/coverages/strike/tpi","tpi","float","output","n/a","TPI","n/a","n/a","n/a"
"cds/layers/coverages/strike/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","n/a","TPI (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/strike/pflr_att","pflr_att","float","output","n/a","Priced-for Loss Ratio (Att)","n/a","n/a","n/a"
"cds/layers/coverages/strike/pflr_cat","pflr_cat","float","output","n/a","Priced-for Loss Ratio (Cat)","n/a","n/a","n/a"
"cds/layers/coverages/strike/pflr","pflr","float","output","n/a","Priced-for Loss Ratio (Gross Net)","n/a","n/a","n/a"
"cds/layers/coverages/strike/roc","roc","float","output","n/a","Return on Capital","n/a","n/a","n/a"
"cds/layers/coverages/strike/uw_adj_impact","uw_adj_impact","float","output","n/a","Impact of Underwriting Adjustments","n/a","n/a","n/a"
"cds/layers/coverages/strike/trifocus","trifocus","str","output","n/a","Trifocus","n/a","n/a","n/a"
"cds/layers/coverages/strike/expected_loss_cost","expected_loss_cost","float","output","n/a","Expected Loss Cost","n/a","n/a","n/a"
"cds/layers/coverages/strike/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","n/a","Expected Loss Cost (Pre-UW Ajustment)","n/a","n/a","n/a"
"cds/layers/coverages/strike/expected_loss_cost_100","expected_loss_cost_100","float","output","n/a","Expected Loss Cost (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_premium_net","quoted_premium_net","float","output","n/a","Net Quoted Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_premium_net_100","quoted_premium_net_100","float","output","n/a","Net Quoted Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_premium_100","quoted_premium_100","float","input","optional","Gross Quoted Premium (100%)","None","['rarc_task']","n/a"
"cds/layers/coverages/strike/quoted_premium_annual","quoted_premium_annual","float","output","n/a","Annualised Gross Quoted Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_premium_annual_100","quoted_premium_annual_100","float","output","n/a","Annualised Gross Quoted Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_net","benchmark_premium_net","float","output","n/a","Net Benchmark Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_net_100","benchmark_premium_net_100","float","output","n/a","Net Benchmark Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_100","benchmark_premium_100","float","output","n/a","Gross Benchmark Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_annual","benchmark_premium_annual","float","output","n/a","Annualised Gross Benchmark Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_annual_100","benchmark_premium_annual_100","float","output","n/a","Annualised Gross Benchmark Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_pre_uw_adj","benchmark_premium_pre_uw_adj","float","output","n/a","Gross Benchmark Premium (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_100","technical_premium_100","float","output","n/a","Gross Technical Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_net_100","technical_premium_net_100","float","output","n/a","Net Technical Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/strike/pflr_pre_uw_adj","pflr_pre_uw_adj","float","output","n/a","Priced-for Loss Ratio (Gross Net Pre-UW Adj.)","n/a","n/a","n/a"
"cds/layers/coverages/strike/bpi_case_priced","bpi_case_priced","float","output","n/a","BPI (Case Priced)","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_premium_100_case_priced","quoted_premium_100_case_priced","float","input","optional","Gross Quoted Premium (100%) - Case Priced","None","n/a","n/a"
"cds/layers/coverages/strike/premium_label","premium_label","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/layers/coverages/strike/rat_sum_label","rat_sum_label","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_pre_uw_adj_100","technical_premium_pre_uw_adj_100","float","output","n/a","Gross Technical Premium (Pre-UW Adjustment) 100%","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_annual_100","technical_premium_annual_100","float","output","n/a","Annualised Gross Technical Premium 100%","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_premium_annual","technical_premium_annual","float","output","n/a","Annualised Gross Technical Premium AFB%","n/a","n/a","n/a"
"cds/layers/coverages/strike/expected_loss_cost_pre_uw_adj_100","expected_loss_cost_pre_uw_adj_100","float","output","n/a","Expected Loss Cost (Pre-UW Adjustment) 100%","n/a","n/a","n/a"
"cds/layers/coverages/strike/plan_premium_100","plan_premium_100","float","output","n/a","Gross Plan Premium 100%","n/a","n/a","n/a"
"cds/layers/coverages/strike/plan_rol","plan_rol","float","output","n/a","Gross Plan Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_rol","quoted_rol","float","output","n/a","Offered Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_roe","quoted_roe","float","output","n/a","Offered Rate-on-Exposure","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_rol","benchmark_rol","float","output","n/a","Benchmark Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_rol","technical_rol","float","output","n/a","Technical Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_rol_pre_uw_adj","benchmark_rol_pre_uw_adj","float","output","n/a","Benchmark (Pre-UW Adjustment) Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/technical_rol_pre_uw_adj","technical_rol_pre_uw_adj","float","output","n/a","Technical (Pre-UW Adjustment) Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/plan_premium_pre_uw_adj_100","plan_premium_pre_uw_adj_100","float","output","n/a","Gross Plan Premium (Pre-UW Adjustment) 100%","n/a","n/a","n/a"
"cds/layers/coverages/strike/benchmark_premium_pre_uw_adj_100","benchmark_premium_pre_uw_adj_100","float","output","n/a","Gross Benchmark Premium (Pre-UW Adjustment) 100%","n/a","n/a","n/a"
"cds/layers/coverages/strike/plan_rol_pre_uw_adj","plan_rol_pre_uw_adj","float","output","n/a","Gross Plan (Pre-UW Adjustment) Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/quoted_rol_pre_uw_adj","quoted_rol_pre_uw_adj","float","output","n/a","Offered (Pre-UW Adjustment) Rate-on-Line","n/a","n/a","n/a"
"cds/layers/coverages/strike/loss_cost_layer_adj","loss_cost_layer_adj","float","output","n/a","Exposure
Loss Cost","n/a","n/a","n/a"
"cds/layers/coverages/strike/agg_adjustment","agg_adjustment","float","output","n/a","Aggregate
Adjustment","n/a","n/a","n/a"
"cds/layers/coverages/strike/loss_cost_layer_agg_adj","loss_cost_layer_agg_adj","float","output","n/a","Exposure
Loss Cost","n/a","n/a","n/a"
"cds/layers/coverages/strike/uw_adjustment","uw_adjustment","float","output","n/a","Underwriter
Adjustment","n/a","n/a","n/a"
"cds/layers/coverages/strike/loss_cost_layer_agg_uw_adj","loss_cost_layer_agg_uw_adj","float","output","n/a","Exposure
Loss Cost","n/a","n/a","n/a"
"cds/layers/coverages/strike/experience_weight","experience_weight","float","output","n/a","Experience
Weight","n/a","n/a","n/a"
"cds/layers/coverages/strike/experience_loss_cost","experience_loss_cost","float","output","n/a","Experience
Loss Cost","n/a","n/a","n/a"
"cds/layers/coverages/strike/blended_loss_cost_no_uw_adj","blended_loss_cost_no_uw_adj","float","output","n/a","Blended
Loss Cost
no Uw Adj","n/a","n/a","n/a"
"cds/layers/coverages/strike/blended_loss_cost","blended_loss_cost","float","output","n/a","Blended
Loss Cost
with Uw Adj","n/a","n/a","n/a"
"cds/layers/coverages/strike","strike","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/layers/coverages/war/limit","limit","float","output","n/a","Limit","n/a","n/a","n/a"
"cds/layers/coverages/war/excess","excess","float","output","n/a","Excess","n/a","n/a","n/a"
"cds/layers/coverages/war/deductible","deductible","float","output","n/a","Deductible","n/a","n/a","n/a"
"cds/layers/coverages/war/aggregate_limit","aggregate_limit","float","output","n/a","Aggregate Limit","n/a","n/a","n/a"
"cds/layers/coverages/war/aggregate_excess","aggregate_excess","float","output","n/a","Aggregate Excess","n/a","n/a","n/a"
"cds/layers/coverages/war/aggregate_deductible","aggregate_deductible","float","output","n/a","Aggregate Deductible","n/a","n/a","n/a"
"cds/layers/coverages/war/currency","currency","str","output","n/a","Currency","n/a","['rarc_task']","n/a"
"cds/layers/coverages/war/section_reference","section_reference","str","output","n/a","Section Reference","n/a","['task_sql_bi_data']","n/a"
"cds/layers/coverages/war/brokerage","brokerage","float","output","n/a","Brokerage","n/a","n/a","n/a"
"cds/layers/coverages/war/written_line","written_line","float","output","n/a","Written Line","n/a","n/a","n/a"
"cds/layers/coverages/war/premium","premium","float","output","n/a","Gross Bound Premium","n/a","n/a","n/a"
"cds/layers/coverages/war/status","status","str","output","n/a","Status","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium","benchmark_premium","float","output","n/a","Gross Benchmark Premium","n/a","n/a","n/a"
"cds/layers/coverages/war/bpi","bpi","float","output","n/a","BPI","n/a","n/a","n/a"
"cds/layers/coverages/war/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","n/a","BPI (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/war/model_premium","model_premium","float","output","n/a","Gross Model Premium","n/a","n/a","n/a"
"cds/layers/coverages/war/unity_premium","unity_premium","float","output","n/a","Gross Unity Premium","n/a","n/a","n/a"
"cds/layers/coverages/war/quoted_premium","quoted_premium","float","output","n/a","Gross Quoted Premium (AFB)","n/a","['rarc_task']","n/a"
"cds/layers/coverages/war/technical_premium","technical_premium","float","output","n/a","Gross Technical Premium","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","n/a","Gross Technical Premium (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_net","technical_premium_net","float","output","n/a","Net Technical Premium","n/a","n/a","n/a"
"cds/layers/coverages/war/tpi","tpi","float","output","n/a","TPI","n/a","n/a","n/a"
"cds/layers/coverages/war/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","n/a","TPI (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/war/pflr_att","pflr_att","float","output","n/a","Priced-for Loss Ratio (Att)","n/a","n/a","n/a"
"cds/layers/coverages/war/pflr_cat","pflr_cat","float","output","n/a","Priced-for Loss Ratio (Cat)","n/a","n/a","n/a"
"cds/layers/coverages/war/pflr","pflr","float","output","n/a","Priced-for Loss Ratio (Gross Net)","n/a","n/a","n/a"
"cds/layers/coverages/war/roc","roc","float","output","n/a","Return on Capital","n/a","n/a","n/a"
"cds/layers/coverages/war/uw_adj_impact","uw_adj_impact","float","output","n/a","Impact of Underwriting Adjustments","n/a","n/a","n/a"
"cds/layers/coverages/war/trifocus","trifocus","str","output","n/a","Trifocus","n/a","n/a","n/a"
"cds/layers/coverages/war/expected_loss_cost","expected_loss_cost","float","output","n/a","Expected Loss Cost","n/a","n/a","n/a"
"cds/layers/coverages/war/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","n/a","Expected Loss Cost (Pre-UW Ajustment)","n/a","n/a","n/a"
"cds/layers/coverages/war/expected_loss_cost_100","expected_loss_cost_100","float","output","n/a","Expected Loss Cost (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/quoted_premium_net","quoted_premium_net","float","output","n/a","Net Quoted Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/war/quoted_premium_net_100","quoted_premium_net_100","float","output","n/a","Net Quoted Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/quoted_premium_100","quoted_premium_100","float","input","optional","Gross Quoted Premium (100%)","None","['rarc_task']","n/a"
"cds/layers/coverages/war/quoted_premium_annual","quoted_premium_annual","float","output","n/a","Annualised Gross Quoted Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/war/quoted_premium_annual_100","quoted_premium_annual_100","float","output","n/a","Annualised Gross Quoted Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium_net","benchmark_premium_net","float","output","n/a","Net Benchmark Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium_net_100","benchmark_premium_net_100","float","output","n/a","Net Benchmark Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium_100","benchmark_premium_100","float","output","n/a","Gross Benchmark Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium_annual","benchmark_premium_annual","float","output","n/a","Annualised Gross Benchmark Premium (AFB)","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium_annual_100","benchmark_premium_annual_100","float","output","n/a","Annualised Gross Benchmark Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/benchmark_premium_pre_uw_adj","benchmark_premium_pre_uw_adj","float","output","n/a","Gross Benchmark Premium (Pre-UW Adjustment)","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_100","technical_premium_100","float","output","n/a","Gross Technical Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_net_100","technical_premium_net_100","float","output","n/a","Net Technical Premium (100%)","n/a","n/a","n/a"
"cds/layers/coverages/war/pflr_pre_uw_adj","pflr_pre_uw_adj","float","output","n/a","Priced-for Loss Ratio (Gross Net Pre-UW Adj.)","n/a","n/a","n/a"
"cds/layers/coverages/war/bpi_case_priced","bpi_case_priced","float","output","n/a","BPI (Case Priced)","n/a","n/a","n/a"
"cds/layers/coverages/war/quoted_premium_100_case_priced","quoted_premium_100_case_priced","float","input","optional","Gross Quoted Premium (100%) - Case Priced","None","n/a","n/a"
"cds/layers/coverages/war/premium_label","premium_label","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/layers/coverages/war/rat_sum_label","rat_sum_label","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_pre_uw_adj_100","technical_premium_pre_uw_adj_100","float","output","n/a","Gross Technical Premium (Pre-UW Adjustment) 100%","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_annual_100","technical_premium_annual_100","float","output","n/a","Annualised Gross Technical Premium 100%","n/a","n/a","n/a"
"cds/layers/coverages/war/technical_premium_annual","technical_premium_annual","float","output","n/a","Annualised Gross Technical Premium AFB%","n/a","n/a","n/a"
